epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,416.223,1.55618,0.55485,0.0024,0.89687,0.90723,0.93616,0.47204,1.81821,0.71602,0.00425,0.00108938,0.00108938,0.00108938
37,424.747,1.72529,0.66359,0.00284,0.89209,0.9096,0.94203,0.49295,1.77271,0.62846,0.00417,0.00107288,0.00107288,0.00107288
38,437.395,1.56435,0.61764,0.00236,0.94807,0.94767,0.95854,0.49324,1.85892,0.59265,0.00458,0.00105638,0.00105638,0.00105638
39,449.535,1.62494,0.65511,0.00247,0.95592,0.9372,0.95029,0.50877,1.85843,0.66357,0.00458,0.00103987,0.00103987,0.00103987
40,467.359,1.50512,0.56703,0.00231,0.8998,0.95196,0.96597,0.53286,1.77952,0.75147,0.00395,0.00102337,0.00102337,0.00102337
41,480.803,1.38865,0.54167,0.0024,0.93907,0.94081,0.97138,0.52974,1.74463,0.58907,0.00367,0.00100687,0.00100687,0.00100687
42,490.878,1.4807,0.54499,0.00255,0.93288,0.91159,0.95502,0.51895,1.75126,0.59154,0.00382,0.000990365,0.000990365,0.000990365
43,508.136,1.41332,0.50967,0.00236,0.89579,0.92007,0.93522,0.51776,1.82107,0.62637,0.00393,0.000973861,0.000973861,0.000973861
44,519.45,1.55462,0.6352,0.00255,0.84773,0.92159,0.95226,0.46594,1.98846,0.69969,0.00461,0.000957358,0.000957358,0.000957358
45,531.894,1.63136,0.61987,0.00251,0.85561,0.88966,0.88541,0.47144,2.00348,0.64054,0.00459,0.000940855,0.000940855,0.000940855
46,549.08,1.59403,0.55184,0.00261,0.84307,0.81262,0.80303,0.48657,1.85339,0.63998,0.00434,0.000924352,0.000924352,0.000924352
47,561.776,1.5666,0.52838,0.00247,0.82277,0.82968,0.84155,0.48447,1.88827,0.64537,0.0044,0.000907848,0.000907848,0.000907848
48,573.2,1.54366,0.55035,0.00233,0.91526,0.91379,0.96154,0.50201,1.86103,0.58946,0.00426,0.000891345,0.000891345,0.000891345
49,585.319,1.58909,0.58858,0.00235,0.93385,0.93103,0.94403,0.49745,1.77044,0.63278,0.00395,0.000874842,0.000874842,0.000874842
50,593.36,1.44218,0.53032,0.00216,0.90245,0.97414,0.93914,0.4901,1.82044,0.61236,0.00417,0.000858338,0.000858338,0.000858338
51,601.372,1.56015,0.54651,0.00216,0.90158,0.9569,0.94804,0.51307,1.77828,0.63758,0.00417,0.000841835,0.000841835,0.000841835
52,608.948,1.45736,0.51061,0.00231,0.89239,0.91379,0.9391,0.50341,1.85681,0.63101,0.00454,0.000825332,0.000825332,0.000825332
53,616.144,1.45514,0.50791,0.00228,0.90254,0.90517,0.92724,0.52375,1.88805,0.60684,0.00459,0.000808828,0.000808828,0.000808828
54,624.017,1.50086,0.48517,0.00236,0.93149,0.91237,0.94638,0.55557,1.83311,0.64396,0.00424,0.000792325,0.000792325,0.000792325
55,636.441,1.54554,0.53164,0.00212,0.95027,0.91974,0.95703,0.5328,1.82159,0.5887,0.00424,0.000775822,0.000775822,0.000775822
56,644.666,1.51643,0.50518,0.00229,0.94935,0.94454,0.97597,0.53634,1.77481,0.5029,0.00407,0.000759318,0.000759318,0.000759318
57,652.731,1.41052,0.44476,0.00204,0.94036,0.97866,0.97844,0.52633,1.8237,0.5036,0.00417,0.000742815,0.000742815,0.000742815
58,665.941,1.33187,0.45879,0.00226,0.95736,0.97414,0.98431,0.50337,1.82674,0.49941,0.00412,0.000726312,0.000726312,0.000726312
59,674.452,1.451,0.47307,0.00215,0.93166,0.90907,0.93475,0.50594,1.82264,0.49072,0.00406,0.000709809,0.000709809,0.000709809
60,682.087,1.49084,0.51253,0.00214,0.9802,0.91705,0.95756,0.5372,1.80344,0.53926,0.00391,0.000693305,0.000693305,0.000693305
61,689.553,1.54885,0.50074,0.00215,0.97206,0.93642,0.95649,0.54126,1.82553,0.49599,0.00404,0.000676802,0.000676802,0.000676802
62,697.141,1.46067,0.49611,0.0022,0.9656,0.96319,0.98197,0.51452,1.81227,0.52101,0.00427,0.000660299,0.000660299,0.000660299
63,709.507,1.43958,0.45471,0.00223,0.95853,0.95676,0.98168,0.53814,1.77876,0.48548,0.00405,0.000643795,0.000643795,0.000643795
64,721.415,1.33671,0.44001,0.00214,0.97101,0.93354,0.97674,0.55411,1.77737,0.48062,0.00408,0.000627292,0.000627292,0.000627292
65,728.581,1.43075,0.44449,0.00238,0.97058,0.92972,0.97506,0.57328,1.79164,0.48245,0.0041,0.000610789,0.000610789,0.000610789
66,741.636,1.42272,0.44952,0.00215,0.97469,0.92083,0.96605,0.56313,1.7484,0.54051,0.00391,0.000594286,0.000594286,0.000594286
67,753.808,1.35416,0.44844,0.00209,0.94603,0.93966,0.96021,0.55305,1.80135,0.52533,0.00408,0.000577782,0.000577782,0.000577782
68,776.438,1.47073,0.53206,0.00216,0.94692,0.94484,0.9544,0.55708,1.76476,0.52422,0.00388,0.000561279,0.000561279,0.000561279
69,784.072,1.40899,0.52487,0.00208,0.97924,0.93577,0.9632,0.55439,1.75891,0.52734,0.00381,0.000544776,0.000544776,0.000544776
70,796.736,1.28949,0.4342,0.00198,0.96619,0.92515,0.97201,0.55219,1.71797,0.48806,0.00372,0.000528272,0.000528272,0.000528272
71,804.063,1.22851,0.41959,0.00192,0.94834,0.94828,0.97318,0.57004,1.70456,0.48689,0.00371,0.000511769,0.000511769,0.000511769
72,811.37,1.29676,0.41266,0.00207,0.96818,0.93103,0.97318,0.55662,1.69563,0.47862,0.00364,0.000495266,0.000495266,0.000495266
73,819.009,1.33704,0.46742,0.00206,0.97303,0.92663,0.97261,0.57218,1.71351,0.47503,0.00367,0.000478762,0.000478762,0.000478762
74,827.309,1.27384,0.41336,0.00199,0.95636,0.92836,0.97087,0.56087,1.71663,0.49764,0.0038,0.000462259,0.000462259,0.000462259
75,844.152,1.28248,0.44949,0.00197,0.97564,0.90376,0.96904,0.55544,1.72785,0.52584,0.00388,0.000445756,0.000445756,0.000445756
76,851.568,1.26813,0.42294,0.00195,0.9651,0.94728,0.97434,0.54772,1.75674,0.54356,0.00397,0.000429253,0.000429253,0.000429253
77,859.256,1.23797,0.41057,0.00185,0.96374,0.91171,0.96644,0.54647,1.78701,0.53947,0.00407,0.000412749,0.000412749,0.000412749
78,866.758,1.29514,0.41894,0.00205,0.96072,0.88103,0.96123,0.53677,1.77896,0.52844,0.00408,0.000396246,0.000396246,0.000396246
79,874.016,1.22618,0.4052,0.00187,0.95151,0.89751,0.96077,0.53424,1.73731,0.52309,0.00399,0.000379743,0.000379743,0.000379743
80,892.33,1.22886,0.4066,0.00192,0.96732,0.88103,0.9731,0.53263,1.74613,0.50315,0.00395,0.000363239,0.000363239,0.000363239
81,899.5,1.3084,0.4284,0.00197,0.95734,0.96088,0.97934,0.54862,1.76033,0.48253,0.00393,0.000346736,0.000346736,0.000346736
82,907.405,1.30247,0.44826,0.00198,0.97671,0.96228,0.98531,0.57664,1.72268,0.45688,0.00375,0.000330233,0.000330233,0.000330233
83,918.787,1.23079,0.41847,0.0019,0.92231,0.97017,0.97032,0.57372,1.70485,0.48339,0.00365,0.000313729,0.000313729,0.000313729
84,925.907,1.29597,0.42964,0.00177,0.95712,0.95306,0.97423,0.5825,1.71681,0.47384,0.00365,0.000297226,0.000297226,0.000297226
85,939.383,1.28688,0.43147,0.00184,0.95817,0.89415,0.97033,0.56813,1.71907,0.4663,0.00363,0.000280723,0.000280723,0.000280723
86,946.949,1.21423,0.35499,0.00188,0.97258,0.95951,0.97486,0.57021,1.70399,0.46121,0.00358,0.00026422,0.00026422,0.00026422
87,954.135,1.21564,0.38571,0.00183,0.95686,0.95462,0.97377,0.57552,1.69403,0.46887,0.00359,0.000247716,0.000247716,0.000247716
88,961.846,1.25562,0.4257,0.00183,0.97132,0.9466,0.97341,0.57815,1.68745,0.48105,0.00353,0.000231213,0.000231213,0.000231213
89,977.05,1.22266,0.3999,0.00184,0.97282,0.93125,0.97371,0.57103,1.69772,0.48473,0.00351,0.00021471,0.00021471,0.00021471
90,988.303,1.24175,0.39039,0.00165,0.98415,0.89265,0.96542,0.56165,1.71394,0.48444,0.00359,0.000198206,0.000198206,0.000198206
91,1002.18,1.17562,0.3854,0.00193,0.93871,0.9334,0.96555,0.57757,1.72564,0.47855,0.00369,0.000181703,0.000181703,0.000181703
92,1015.24,1.14622,0.3429,0.00189,0.94837,0.94269,0.97223,0.54835,1.77247,0.45618,0.00387,0.0001652,0.0001652,0.0001652
93,1028.63,1.21587,0.36044,0.00199,0.94805,0.94343,0.97242,0.55525,1.77829,0.45157,0.00394,0.000148696,0.000148696,0.000148696
94,1042.02,1.10881,0.31118,0.0018,0.94745,0.94524,0.98035,0.559,1.77309,0.44405,0.00397,0.000132193,0.000132193,0.000132193
95,1050.13,1.13364,0.33176,0.00191,0.94464,0.9484,0.98038,0.55792,1.76244,0.44199,0.00396,0.00011569,0.00011569,0.00011569
96,1060.17,1.21234,0.37008,0.00191,0.94415,0.94814,0.98054,0.58101,1.73791,0.43899,0.00392,9.91865e-05,9.91865e-05,9.91865e-05
97,1067.88,1.19609,0.34686,0.00207,0.94419,0.9479,0.98089,0.5814,1.7376,0.44114,0.00389,8.26832e-05,8.26832e-05,8.26832e-05
98,1086.09,1.14277,0.34786,0.00184,0.96477,0.93553,0.9815,0.58483,1.73439,0.44483,0.00384,6.61799e-05,6.61799e-05,6.61799e-05
99,1099.88,1.14152,0.33457,0.00198,0.96352,0.93518,0.98146,0.58122,1.73321,0.44547,0.00383,4.96766e-05,4.96766e-05,4.96766e-05
100,1107.17,1.15531,0.33008,0.00178,0.96365,0.93429,0.98141,0.58308,1.72239,0.44427,0.00381,3.31733e-05,3.31733e-05,3.31733e-05
