epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,79.0463,1.69499,2.85875,0.00196,0.9823,0.875,0.96817,0.57752,1.47285,0.90728,0.0023,0.000499612,0.000499612,0.000499612
16,82.0797,1.73147,2.10843,0.00199,0.87541,0.87849,0.92822,0.41884,1.92917,1.00506,0.00298,0.00052793,0.00052793,0.00052793
17,85.289,1.94706,2.54453,0.00224,0.93694,0.92908,0.95651,0.43579,1.83573,0.84731,0.00287,0.000555456,0.000555456,0.000555456
18,87.9855,1.94748,1.65732,0.00205,0.9372,0.93304,0.9283,0.569,1.46095,0.91782,0.00225,0.00058219,0.00058219,0.00058219
19,90.7288,1.8861,1.43318,0.00207,1,0.7357,0.87483,0.52798,1.5688,1.37285,0.00249,0.000608132,0.000608132,0.000608132
20,93.4776,1.73607,1.47349,0.00182,1,0.93085,0.93668,0.51697,1.71881,0.76455,0.00258,0.000633282,0.000633282,0.000633282
21,96.8264,1.57132,1.42477,0.00171,0.93111,0.9375,0.94495,0.48449,1.66094,0.69676,0.00245,0.00065764,0.00065764,0.00065764
22,99.5028,1.59616,1.21309,0.00181,0.9943,0.9375,0.96026,0.55711,1.50367,0.61146,0.00226,0.000681206,0.000681206,0.000681206
23,102.219,1.67509,1.14202,0.00215,0.96716,0.9375,0.9681,0.55844,1.56893,0.62834,0.00255,0.00070398,0.00070398,0.00070398
24,104.872,1.89046,1.13206,0.00211,0.71584,0.6301,0.7171,0.40524,1.8596,1.12784,0.00314,0.000725962,0.000725962,0.000725962
25,109.76,1.6725,0.94957,0.00165,0.73249,0.68474,0.7857,0.42944,1.8188,1.08589,0.00291,0.000747152,0.000747152,0.000747152
26,112.634,1.60797,0.98154,0.00166,0.87249,0.85621,0.92147,0.39441,1.75501,1.09085,0.00272,0.00076755,0.00076755,0.00076755
27,115.351,1.81597,1.16503,0.00192,0.8705,0.8125,0.92101,0.47446,1.64179,0.85496,0.00261,0.000787156,0.000787156,0.000787156
28,117.965,1.62944,0.88646,0.00186,0.8705,0.8125,0.92101,0.47446,1.64179,0.85496,0.00261,0.00080597,0.00080597,0.00080597
29,121.33,1.5389,0.7699,0.00184,0.91631,0.8125,0.92032,0.50525,1.65224,1.13004,0.00266,0.000823992,0.000823992,0.000823992
30,124.612,1.78472,1.03498,0.00172,0.80451,0.75,0.81904,0.43021,1.78482,1.39464,0.00299,0.000841222,0.000841222,0.000841222
31,127.257,1.64795,0.94674,0.00165,0.80451,0.75,0.81904,0.43021,1.78482,1.39464,0.00299,0.00085766,0.00085766,0.00085766
32,132.535,1.75015,0.8602,0.00183,0.77657,0.875,0.86754,0.42147,1.83223,1.29123,0.00307,0.000873306,0.000873306,0.000873306
33,135.59,1.52057,0.9505,0.00173,0.92644,0.78826,0.8872,0.37766,1.73624,1.46569,0.00268,0.00088816,0.00088816,0.00088816
34,140.393,1.61458,0.92887,0.00149,0.92644,0.78826,0.8872,0.37766,1.73624,1.46569,0.00268,0.000902222,0.000902222,0.000902222
35,143.145,1.70477,0.87627,0.00166,0.9404,0.75,0.90724,0.41495,1.88384,0.94871,0.00301,0.000915492,0.000915492,0.000915492
36,146.633,1.5689,0.64395,0.00157,0.97946,0.8125,0.93597,0.44458,1.79023,1.0019,0.00287,0.00092797,0.00092797,0.00092797
37,149.444,1.40073,0.72888,0.00143,0.97946,0.8125,0.93597,0.44458,1.79023,1.0019,0.00287,0.000939656,0.000939656,0.000939656
38,152.272,1.505,0.75496,0.00155,0.9737,0.8125,0.8996,0.40529,1.86836,0.83752,0.003,0.00095055,0.00095055,0.00095055
39,155.247,1.52932,0.62069,0.00145,0.92143,0.8125,0.91432,0.47708,1.80714,0.72688,0.00287,0.000960652,0.000960652,0.000960652
40,158.269,1.48013,0.6381,0.00173,0.92143,0.8125,0.91432,0.47708,1.80714,0.72688,0.00287,0.000969962,0.000969962,0.000969962
41,161.496,1.36097,0.53284,0.00149,0.87381,0.8661,0.94223,0.58314,1.44837,0.68097,0.00226,0.00097848,0.00097848,0.00097848
42,169.211,1.46762,0.59262,0.00163,0.91562,0.875,0.95827,0.58366,1.54269,0.58754,0.00227,0.000986206,0.000986206,0.000986206
43,174.109,1.40317,0.4996,0.00156,0.91562,0.875,0.95827,0.58366,1.54269,0.58754,0.00227,0.00099314,0.00099314,0.00099314
44,179.817,1.49907,0.57164,0.00153,0.95245,0.875,0.96864,0.5651,1.65933,0.53715,0.00248,0.000999282,0.000999282,0.000999282
45,185.924,1.66907,0.7575,0.00167,0.95245,0.875,0.96864,0.5651,1.65933,0.53715,0.00248,0.00100463,0.00100463,0.00100463
46,188.815,1.3381,0.52763,0.00146,0.87141,0.9375,0.96086,0.56,1.66333,0.53924,0.00238,0.00100919,0.00100919,0.00100919
47,191.673,1.58167,0.55134,0.0016,0.87141,0.9375,0.96086,0.56,1.66333,0.53924,0.00238,0.00101296,0.00101296,0.00101296
48,197.69,1.55987,0.5466,0.00165,1,0.92164,0.93967,0.55544,1.67033,0.58856,0.00256,0.00101593,0.00101593,0.00101593
49,200.534,1.75838,0.68246,0.00154,1,0.92164,0.93967,0.55544,1.67033,0.58856,0.00256,0.00101811,0.00101811,0.00101811
50,203.977,1.59195,0.55083,0.00164,1,0.93433,0.98833,0.59184,1.60502,0.57765,0.0026,0.0010195,0.0010195,0.0010195
51,213.861,1.47146,0.47372,0.00157,1,0.93433,0.98833,0.59184,1.60502,0.57765,0.0026,0.00101,0.00101,0.00101
52,222.24,1.69295,0.57497,0.00171,0.99276,0.9375,0.99147,0.61595,1.52015,0.42609,0.00232,0.0009902,0.0009902,0.0009902
53,232.765,1.50995,0.47604,0.00166,0.99276,0.9375,0.99147,0.61595,1.52015,0.42609,0.00232,0.0009704,0.0009704,0.0009704
54,238.863,1.89661,0.68692,0.00176,0.99517,1,0.995,0.57273,1.59537,0.4039,0.00228,0.0009506,0.0009506,0.0009506
55,241.839,1.82198,0.68712,0.00163,0.99517,1,0.995,0.57273,1.59537,0.4039,0.00228,0.0009308,0.0009308,0.0009308
56,252.394,1.68179,0.64171,0.0017,0.99304,1,0.995,0.57157,1.68324,0.40505,0.00249,0.000911,0.000911,0.000911
57,257.391,1.69843,0.70203,0.00157,0.99304,1,0.995,0.57157,1.68324,0.40505,0.00249,0.0008912,0.0008912,0.0008912
58,260.624,1.57216,0.75526,0.00136,0.99602,1,0.995,0.56101,1.74122,0.42464,0.00259,0.0008714,0.0008714,0.0008714
59,263.347,1.75045,1.25415,0.00182,0.99602,1,0.995,0.56101,1.74122,0.42464,0.00259,0.0008516,0.0008516,0.0008516
60,273.375,1.3909,0.48585,0.0014,0.96323,1,0.995,0.56174,1.69765,0.84104,0.0027,0.0008318,0.0008318,0.0008318
61,276.6,1.77948,0.8188,0.00143,0.96323,1,0.995,0.56174,1.69765,0.84104,0.0027,0.000812,0.000812,0.000812
62,279.865,1.53069,0.78082,0.0014,0.98647,1,0.995,0.53722,1.68445,1.01633,0.00259,0.0007922,0.0007922,0.0007922
63,285.813,1.48132,0.76149,0.00149,0.98647,1,0.995,0.53722,1.68445,1.01633,0.00259,0.0007724,0.0007724,0.0007724
64,288.733,1.39199,0.74888,0.00136,0.98038,0.9375,0.99147,0.61046,1.45101,0.96075,0.00221,0.0007526,0.0007526,0.0007526
65,291.527,1.56086,0.62308,0.00149,0.98038,0.9375,0.99147,0.61046,1.45101,0.96075,0.00221,0.0007328,0.0007328,0.0007328
66,296.383,1.55994,0.53111,0.00148,0.98765,0.9375,0.99147,0.60246,1.46927,0.65206,0.0022,0.000713,0.000713,0.000713
67,302.224,1.42794,0.53405,0.00152,0.98765,0.9375,0.99147,0.60246,1.46927,0.65206,0.0022,0.0006932,0.0006932,0.0006932
68,305.319,1.49827,0.63616,0.00143,0.99883,1,0.995,0.59197,1.52702,0.46957,0.00222,0.0006734,0.0006734,0.0006734
69,314.141,1.22965,0.50518,0.00134,0.99883,1,0.995,0.59197,1.52702,0.46957,0.00222,0.0006536,0.0006536,0.0006536
70,317.523,1.42048,0.57782,0.00137,1,0.99838,0.995,0.60628,1.52869,0.48484,0.00223,0.0006338,0.0006338,0.0006338
71,325.081,1.45559,0.67013,0.00138,1,0.99838,0.995,0.60628,1.52869,0.48484,0.00223,0.000614,0.000614,0.000614
72,331.476,1.39092,0.51191,0.00134,0.93328,1,0.98794,0.56241,1.66452,0.52082,0.0023,0.0005942,0.0005942,0.0005942
73,335.108,1.42615,0.48042,0.00141,0.93328,1,0.98794,0.56241,1.66452,0.52082,0.0023,0.0005744,0.0005744,0.0005744
74,338.241,1.29985,0.5066,0.00118,0.93441,1,0.98794,0.59606,1.58121,0.55846,0.00224,0.0005546,0.0005546,0.0005546
75,348.115,1.28398,0.56816,0.00126,0.93441,1,0.98794,0.59606,1.58121,0.55846,0.00224,0.0005348,0.0005348,0.0005348
76,351.631,1.3173,0.56774,0.00139,0.93598,1,0.98794,0.61093,1.4972,0.55256,0.00217,0.000515,0.000515,0.000515
77,359.855,1.49564,0.60758,0.00139,0.93598,1,0.98794,0.61093,1.4972,0.55256,0.00217,0.0004952,0.0004952,0.0004952
78,363.253,1.26188,0.47412,0.00124,0.93338,1,0.99147,0.64893,1.40005,0.49189,0.00208,0.0004754,0.0004754,0.0004754
79,371.667,1.24227,0.46967,0.00122,0.93338,1,0.99147,0.64893,1.40005,0.49189,0.00208,0.0004556,0.0004556,0.0004556
80,380.547,1.22195,0.4136,0.00134,1,0.99109,0.995,0.67008,1.37166,0.38163,0.00204,0.0004358,0.0004358,0.0004358
81,392.361,1.45654,0.4334,0.00132,1,0.99109,0.995,0.67008,1.37166,0.38163,0.00204,0.000416,0.000416,0.000416
82,396.106,1.28684,0.4096,0.00135,1,0.99393,0.995,0.64197,1.43942,0.36526,0.00212,0.0003962,0.0003962,0.0003962
83,399.393,1.31619,0.38521,0.0013,1,0.99393,0.995,0.64197,1.43942,0.36526,0.00212,0.0003764,0.0003764,0.0003764
84,402.993,1.57236,0.52924,0.00135,0.99524,1,0.995,0.62753,1.43912,0.34523,0.00214,0.0003566,0.0003566,0.0003566
85,408.766,1.29276,0.45851,0.00155,0.99524,1,0.995,0.62753,1.43912,0.34523,0.00214,0.0003368,0.0003368,0.0003368
86,411.843,1.14357,0.46074,0.00127,0.99116,1,0.995,0.64686,1.44096,0.33985,0.00208,0.000317,0.000317,0.000317
87,414.952,1.29003,0.40161,0.00119,0.99116,1,0.995,0.64686,1.44096,0.33985,0.00208,0.0002972,0.0002972,0.0002972
88,423.873,1.18474,0.43347,0.00117,0.99233,1,0.995,0.64443,1.42421,0.33557,0.00206,0.0002774,0.0002774,0.0002774
89,427.059,1.22106,0.40514,0.00123,0.99233,1,0.995,0.64443,1.42421,0.33557,0.00206,0.0002576,0.0002576,0.0002576
90,430.502,1.09262,0.35944,0.00121,0.99416,1,0.995,0.67627,1.38773,0.33172,0.00203,0.0002378,0.0002378,0.0002378
91,444.404,1.09109,0.36321,0.00124,0.99416,1,0.995,0.67627,1.38773,0.33172,0.00203,0.000218,0.000218,0.000218
92,453.394,1.15052,0.38456,0.00119,0.99584,1,0.995,0.64054,1.4058,0.34143,0.00204,0.0001982,0.0001982,0.0001982
93,456.494,1.18211,0.39305,0.00129,0.99584,1,0.995,0.64054,1.4058,0.34143,0.00204,0.0001784,0.0001784,0.0001784
94,460.095,1.18051,0.42307,0.00122,0.99785,1,0.995,0.64721,1.40064,0.34221,0.00203,0.0001586,0.0001586,0.0001586
95,463.122,1.12898,0.4674,0.00122,0.99785,1,0.995,0.64721,1.40064,0.34221,0.00203,0.0001388,0.0001388,0.0001388
96,469.044,1.0057,0.3121,0.00126,0.99982,1,0.995,0.64413,1.39964,0.34207,0.00201,0.000119,0.000119,0.000119
97,479.79,1.20747,0.57704,0.00127,0.99982,1,0.995,0.64413,1.39964,0.34207,0.00201,9.92e-05,9.92e-05,9.92e-05
98,482.552,1.1337,0.49991,0.0012,1,0.99885,0.995,0.65671,1.39903,0.33877,0.00199,7.94e-05,7.94e-05,7.94e-05
99,490.199,1.0229,0.33517,0.0012,1,0.99885,0.995,0.65671,1.39903,0.33877,0.00199,5.96e-05,5.96e-05,5.96e-05
100,493.2,1.11833,0.41071,0.00121,1,0.9982,0.995,0.66655,1.39481,0.33709,0.00199,3.98e-05,3.98e-05,3.98e-05
